title,media,date,desc,content,keyword,global_keywords
사업 실패가 '이호성의 비극'을 불렀다,조선일보,08개월 전,사업 실패가 이호성의 비극을 불렀다 OSEN=이선호 기자해태 4번타자에서 촉망받는 사업가로 변신했던 이호성41의 일생은 일가족 살해사건 용의자로서...,,"이호성, 이선호, 사업가, 용의자","용의자:0.003, 이호성:0.002, 이호성:0.002, 사업가:0.001, 이선호:0.001"
여성창업 지원실 입주 희망업체 모집,전자신문,71개월 전,"경기도여성능력개발센터는 내년 1월 10일까지 여성창업지원실 입주 희망업체를 모집한다. 사업분야는 디지털콘텐츠 제작, 전자상거래 등 정보통신기술...","경기도여성능력개발센터는 내년 1월 10일까지 여성창업지원실 입주 희망업체를 모집한다. 사업분야는 디지털콘텐츠 제작, 전자상거래 등 정보통신기술을 활용한 사업이어야 하며 업체당 9평 규모의 사무실과 초고속인터넷 및 정보통신망, 노트북, 사무용 복사기, 사무기기, 컴퓨터 등을 지원한다.



입주기간은 1년(2003년 1월말 입주예정)이며 관리보증금 50만원에 월 관리비는7만원이다. 자세한 사항은 경기도여성능력개발센터 비즈니스지원팀이나 인터넷 홈페이지(http://www.womenpro.or.kr)를 참조하면 된다.","디지털콘텐츠, 전자상거래, 정보통, 인터넷, 정보통신망","복사기:0.020, 사무기기:0.010, 인터넷:0.008, 인터넷:0.008, 비즈니스:0.006"
"별도 장비 없이 사내 전화 KT, ‘MS 팀즈 폰’ 출시",조선일보,2개월 전,KT가 미국 마이크로소프트(MS)의 화상회의 서비스 'MS 팀즈(Teams)'에 사무용 전화 서비스를 연동한 'MS 팀즈 폰'을 출시했다고 7일 밝혔다.,,"화상회의, 마이크로소프트","마이크로소프트:0.016, 화상회의:0.003"
"사무실 책상 전화기 사라지나 KT, 팀즈(Teams) 연동 팀즈폰 공개",이코노믹데일리,2개월 전,팀즈폰 도입 기업은 통신 인프라 구축 없이 사무용 전화를 이용할 수 있으며 관리·유지보수 부담을 최소화해 효율적인 IT 운영이 가능하다. 임직원들은...,"KT가 마이크로소프트(Microsoft)의 업무 협업 솔루션인 팀즈(Teams)와 KT의 통화망을 연동한 Microsoft Teams Phone(이하 ‘마이크로소프트 팀즈폰’) 서비스를 출시했다고 7일 밝혔다. 사진은 월드IT쇼 2025에서 마이크로소프트 팀즈폰을 소개하는 모습[사진=KT]

[이코노믹데일리] KT가 마이크로소프트(MS)의 업무 협업 솔루션 팀즈(Teams)와 자사 통화망을 연동한 '마이크로소프트 팀즈폰(이하 팀즈폰)' 서비스를 7일 출시했다. 이 서비스는 MS 팀즈의 채팅, 음성·영상 통화, 온라인 회의 등 협업 기능에 KT의 안정적인 통화 품질을 결합한 것이 특징이다.기존 기업 사무용 통화 서비스는 사설교환기((PBX, Private Branch eXchange))나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다. 팀즈폰 도입 기업은 통신 인프라 구축 없이 사무용 전화를 이용할 수 있으며 관리·유지보수 부담을 최소화해 효율적인 IT 운영이 가능하다.임직원들은 스마트폰, 태블릿, PC 등 다양한 기기에서 팀즈 프로그램을 통해 전화 기능을 사용할 수 있다. 앱을 통해 손쉽게 사무용 번호를 할당받아 개인 휴대전화번호 노출 없이 업무 처리가 가능하다는 장점도 있다.또한 일정 관리, 콘텐츠 생성, 회의 분석 등 AI 개인비서 기능과 클라우드 협업 등 팀즈의 다양한 업무 솔루션을 통합적으로 활용해 기업의 업무 혁신을 지원한다. KT는 팀즈폰이 국내외 지사를 둔 글로벌 기업, 외근이 잦거나 사내 번호를 모바일에서 사용하려는 기업, 협업 솔루션과 구내 전화를 동시에 도입하려는 기업 등에 유용할 것으로 기대한다. 마이크로소프트 팀즈폰 이용을 원하는 기업은 KT 기업고객센터를 통해 문의하면 된다.명제훈 KT Enterprise부문 서비스Product본부장 상무는 “KT는 마이크로소프트 팀즈폰 서비스 출시를 통해 고객사 임직원들이 더 편리하고 스마트하게 소통할 수 있는 환경을 구축했다”며 “앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다”고 말했다. 이번 MS와의 협력은 KT가 AICT 기업으로 전환하는 과정에서 기업 고객 대상 서비스를 강화하고 새로운 성장 동력을 확보하는 데 기여할 전망이다.","마이크로소프트, 인프라, 코노믹데, 태블릿, 콘텐츠","모바일:0.024, 스마트:0.021, 글로벌:0.020, 스마트폰:0.017, 마이크로소프트:0.016"
사무실 전화 스마트폰으로…KT ‘오피스모바일’ 출시,경향신문,9개월 전,사무실 전화 스마트폰으로…KT '오피스모바일' 출시 ... KT는 기업 유선전화를 무선으로 전환할 수 있는 'KT 오피스모바일'을 출시했다고 17일 밝혔다.,,"모바일, 스마트폰","모바일:0.024, 모바일:0.024, 스마트폰:0.017"
"KT, MS 팀즈폰 출시…""통신설비 없이 사무용 전화""",뉴시스,2개월 전,[서울=뉴시스] 박은비 기자 = KT는 마이크로소프트 업무 협업 솔루션인 팀즈(Teams)와 KT 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시...,"1예멘 후티군, 이스라엘과 관련된 ""모든 외국 선박들""에 공격 예고

예멘의 후티 무장군이 일요일인 27일 밤(현지시간) 성명을 발표, 앞으로 ""이스라엘에 관련된 모든 외국 선박들""을 목적지와 관계 없이 공격하겠다고 발표했다. 그러면서 이는 이스라엘군이 가자 지구에 대해 ""봉쇄와 굶주림""으로 팔레스타인인들을 죽이고 있는 데 대한 보복 조치라고 후티군은 강조했다. 야히야 사레아 후티군 대변인은 이 날 후티가 운영하는 알-마시라TV를 통해 성명을 발표하면서 ""이번의 공격 확대 계획은 이스라엘의 항구나 선사들과 관련된 회사 소속의 모든 선박들을 상대로 선박의 국적이나 목적지와 무관하게","이스라엘, 목적지, 마이크로소프트, 팔레스타인인, 일요일","마이크로소프트:0.016, 마이크로소프트:0.016, 상대로:0.009, 이스라엘:0.005, 이스라엘:0.005"
"KT, MS ‘팀즈’와 통화망 연동한 사무용 전화 서비스 출시",헬로티,2개월 전,KT는 마이크로소프트(MS)의 업무 협업 설루션 '팀즈'와 자사 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시했다고 7일 밝혔다.,"KT는 마이크로소프트(MS)의 업무 협업 설루션 ‘팀즈’와 자사 통화망을 연동한 ‘마이크로소프트 팀즈폰’ 서비스를 출시했다고 7일 밝혔다.

마이크로소프트 팀즈는 실시간 채팅, 음성·영상 통화, 온라인 회의, 파일 공동 작업 등 광범위한 업무 협업 기능을 제공한다. 또한 마이크로소프트 365를 비롯해 다양한 파트너 앱과 연동된다.

마이크로소프트 팀즈폰은 KT와 마이크로소프트 간 전략적 파트너십 기반으로 출시되는 AICT 서비스로 기존 기업의 사무용 통화 서비스는 사설교환기(PBX, Private Branch eXchange)나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다. 기업은 마이크로소프트 팀즈폰 도입으로 통신 인프라 구축 없이도 사무용 전화를 이용할 수 있으며 관리·유지보수 등 최소화로 효율적인 IT 운영이 가능하다.

마이크로소프트 팀즈폰을 도입한 기업의 임직원들은 스마트폰이나 태블릿 등 모바일 환경과 PC에서 팀즈 프로그램을 통해 전화기능을 활용할 수 있다. 또한 앱을 통해 손쉽게 사무용 번호를 할당하고 설정할 수 있어 임직원의 개인 휴대전화번호를 노출하지 않고 업무 할 수 있다는 장점이 있다.

이와 함께 일정, 콘텐츠 생성, 회의 분석과 같은 AI 개인비서, 클라우드 협업 등 다양한 팀즈의 업무 솔루션을 한 번에 적용할 수 있어 기업의 업무 혁신도 지원한다. 특히 마이크로소프트 팀즈폰은 국내·외 지사를 보유한 글로벌 기업, 업무상 외근이 많거나 사내 전화번호를 모바일에서 사용하고자 하는 기업 등 다양한 기업의 니즈를 충족할 것으로 기대된다고 KT는 전했다.

KT 엔터프라이즈 부문 서비스 프로덕트 본부장 명제훈 상무는 “KT는 마이크로소프트 팀즈폰 서비스 출시를 통해 고객사 임직원들이 더 편리하고 스마트하게 소통할 수 있는 환경을 구축했다”며 “앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다”고 말했다.

헬로티 이창현 기자 |","마이크로소프트, 설루션, 모바일, 엔터프라이즈, 전화번호","모바일:0.024, 모바일:0.024, 스마트:0.021, 글로벌:0.020, 스마트폰:0.017"
신입사원을 위한 전화받기 TIP,브런치스토리,1개월 전,"안녕하세요 :-D 김멜리입니다. 정말 오랜만의 글입니다. 브런치에는 계속 글을 연재했지만, 이 매거진에는 계절이 바뀌고서야 새 글을 올리네요.",,브런치,브런치:0.003
"""사무실 유선 전화, 스마트폰으로 전환""…KT, '오피스모바일' 출시",뉴스1,9개월 전,오피스모바일은 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를 통해 제공하던 사무실 유선 전화를 선 없이 제공하는 방식이다. 유선 전화...,,모바일,모바일:0.024
"KT, ‘오피스모바일’ 서비스 출시...기업 유선전화 스마트폰으로 전환",디지털투데이,9개월 전,오피스모바일은 KT 네트워크 기반으로 전국 어디서나 자유롭게 기업전화를 이용할 수 있는 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를...,"KT 모델이 오피스모바일 출시를 소개하고 있다 [사진 : KT]

[디지털투데이 백연식 기자] KT가 기업 유선전화를 무선으로 전환할 수 있는 ‘KT 오피스모바일(이하 오피스모바일)’을 출시했다고 17일 밝혔다.

오피스모바일은 KT 네트워크 기반으로 전국 어디서나 자유롭게 기업전화를 이용할 수 있는 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를 통해 제공하던 사무실 안 유선 전화를 선 없이 전국 어디서나 제공하는 방식으로, 기업의 오래된 구내 통신 시스템을 대체할 수 있다. 유선전화에서 제공하던 4자리 내선통화 기능을 그대로 옮겨왔으며, 임직원 간 내선통화는 무료 제공된다.

업그레이드 제공 기능은 전용 모바일 애플리케이션에서 ▲임직원 전화번호 검색 ▲그룹전화 ▲근무시간 외 전화 차단 기능 등이 있으며, 이 외 저장되지 않은 회사 임직원의 전화도 '회사번호'로 자동 표시되어 업무 전화를 놓치지 않게 하는 회사번호 발신 표시 서비스도 제공한다.

추가기능으로는 전용 관리자용 웹사이트에서 단말 현황, 단말 내 유심 이동 발생 비율 등을 조회할 수 있고, 휴대폰을 분실했을 경우 원격으로 데이터를 삭제할 수 있어 기업정보 유출을 방지할 수 있다.

오피스모바일의 요금제는 총액형과 정액형 두 가지 타입이다. 최소 월 1만 원대 초반의 합리적인 비용으로 내선 전화 무제한 및 음성전화 100분을 제공헌다. 사무실에서 업무상 전화를 사용하는 기업이라면 모두 사용 가능하다.

KT는 이번 서비스 출시를 기념해 2025년 4월 13일까지 가입하는 고객에게는 가입일로부터 12개월간 데이터 2배 제공 프로모션을 진행한다.

명제훈 KT 엔터프라이즈 통신사업본부 본부장은 “이번 오피스모바일 서비스 출시를 통해 기업의 스마트오피스 전환으로 혁신을 이끌고, 업무 효율 향상에 기여할 수 있을 것으로 기대하고 있다”고 말했다.","모바일, 무제한, 근무시간, 엔터프라이즈, 프로모션","모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024"
사무실 전화 스마트폰으로…KT '오피스모바일' 출시,메트로신문,9개월 전,사무실 전화 스마트폰으로…KT '오피스모바일' 출시 ... [메트로신문] KT가 기업 유선전화를 무선으로 전환할 수 있는 'KT 오피스모바일'을 출시했다고 17일...,,"모바일, 메트로, 스마트폰","모바일:0.024, 모바일:0.024, 스마트폰:0.017, 메트로:0.002"
"KT, MS와 사무용 전화 서비스 '팀즈폰' 선봬",뷰어스,2개월 전,월드IT쇼 2025에서 '마이크로소프트 팀즈폰'을 소개하는 모습. (사진=KT)KT는 마이크로소프트의 업무 협업 솔루션인 팀즈와 KT의 통화망을 연동한...,"월드IT쇼 2025에서 '마이크로소프트 팀즈폰'을 소개하는 모습. (사진=KT)

KT는 마이크로소프트의 업무 협업 솔루션인 팀즈와 KT의 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시했다고 7일 밝혔다.

'마이크로소프트 팀즈폰'은 KT와 마이크로소프트 간 전략적 파트너십 기반으로 출시되는 AICT 서비스다.

기존 사무용 통화 서비스가 사설교환기나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다면, '마이크로소프트 팀즈폰'은 통신 인프라 구축 없이도 사무용 전화를 이용할 수 있다. 또 관리·유지보수 등을 최소화해 효율적인 IT 운영이 가능한 것이 특징이다.

'마이크로소프트 팀즈폰'을 도입한 기업의 임직원들은 스마트폰이나 태블릿 등 모바일 환경과 PC에서 팀즈 프로그램을 통해 전화기능을 활용 가능하다. 또한 앱을 통해 손쉽게 사무용 번호를 할당하고 설정할 수 있어 임직원의 개인 휴대전화번호를 노출하지 않고 업무를 진행할 수 있다.

이와 함께 일정, 콘텐츠 생성, 회의 분석과 같은 AI 개인비서, 클라우드 협업 등 다양한 팀즈의 업무 솔루션을 한 번에 적용 가능하다는 게 KT 측의 설명이다.

명제훈 KT Enterprise부문 서비스 Product본부장(상무)는 ""이번 '마이크로소프트 팀즈폰'을 통해 고객사 임직원들이 더 편리하게 소통할 수 있는 환경을 구축했다""며 ""앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다""고 말했다.","마이크로소프트, 인프라, 태블릿, 콘텐츠, 프로그램","모바일:0.024, 스마트폰:0.017, 마이크로소프트:0.016, 마이크로소프트:0.016, 마이크로소프트:0.016"
"별도 장비 없이 사내 전화 KT, ‘MS 팀즈 폰’ 출시",조선일보,2개월 전,KT가 미국 마이크로소프트(MS)의 화상회의 서비스 'MS 팀즈(Teams)'에 사무용 전화 서비스를 연동한 'MS 팀즈 폰'을 출시했다고 7일 밝혔다.,,"화상회의, 마이크로소프트","마이크로소프트:0.016, 화상회의:0.003"
"사무실 책상 전화기 사라지나 KT, 팀즈(Teams) 연동 팀즈폰 공개",이코노믹데일리,2개월 전,팀즈폰 도입 기업은 통신 인프라 구축 없이 사무용 전화를 이용할 수 있으며 관리·유지보수 부담을 최소화해 효율적인 IT 운영이 가능하다. 임직원들은...,"KT가 마이크로소프트(Microsoft)의 업무 협업 솔루션인 팀즈(Teams)와 KT의 통화망을 연동한 Microsoft Teams Phone(이하 ‘마이크로소프트 팀즈폰’) 서비스를 출시했다고 7일 밝혔다. 사진은 월드IT쇼 2025에서 마이크로소프트 팀즈폰을 소개하는 모습[사진=KT]

[이코노믹데일리] KT가 마이크로소프트(MS)의 업무 협업 솔루션 팀즈(Teams)와 자사 통화망을 연동한 '마이크로소프트 팀즈폰(이하 팀즈폰)' 서비스를 7일 출시했다. 이 서비스는 MS 팀즈의 채팅, 음성·영상 통화, 온라인 회의 등 협업 기능에 KT의 안정적인 통화 품질을 결합한 것이 특징이다.기존 기업 사무용 통화 서비스는 사설교환기((PBX, Private Branch eXchange))나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다. 팀즈폰 도입 기업은 통신 인프라 구축 없이 사무용 전화를 이용할 수 있으며 관리·유지보수 부담을 최소화해 효율적인 IT 운영이 가능하다.임직원들은 스마트폰, 태블릿, PC 등 다양한 기기에서 팀즈 프로그램을 통해 전화 기능을 사용할 수 있다. 앱을 통해 손쉽게 사무용 번호를 할당받아 개인 휴대전화번호 노출 없이 업무 처리가 가능하다는 장점도 있다.또한 일정 관리, 콘텐츠 생성, 회의 분석 등 AI 개인비서 기능과 클라우드 협업 등 팀즈의 다양한 업무 솔루션을 통합적으로 활용해 기업의 업무 혁신을 지원한다. KT는 팀즈폰이 국내외 지사를 둔 글로벌 기업, 외근이 잦거나 사내 번호를 모바일에서 사용하려는 기업, 협업 솔루션과 구내 전화를 동시에 도입하려는 기업 등에 유용할 것으로 기대한다. 마이크로소프트 팀즈폰 이용을 원하는 기업은 KT 기업고객센터를 통해 문의하면 된다.명제훈 KT Enterprise부문 서비스Product본부장 상무는 “KT는 마이크로소프트 팀즈폰 서비스 출시를 통해 고객사 임직원들이 더 편리하고 스마트하게 소통할 수 있는 환경을 구축했다”며 “앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다”고 말했다. 이번 MS와의 협력은 KT가 AICT 기업으로 전환하는 과정에서 기업 고객 대상 서비스를 강화하고 새로운 성장 동력을 확보하는 데 기여할 전망이다.","마이크로소프트, 인프라, 코노믹데, 태블릿, 콘텐츠","모바일:0.024, 스마트:0.021, 글로벌:0.020, 스마트폰:0.017, 마이크로소프트:0.016"
사무실 전화 스마트폰으로…KT ‘오피스모바일’ 출시,경향신문,9개월 전,사무실 전화 스마트폰으로…KT '오피스모바일' 출시 ... KT는 기업 유선전화를 무선으로 전환할 수 있는 'KT 오피스모바일'을 출시했다고 17일 밝혔다.,,"모바일, 스마트폰","모바일:0.024, 모바일:0.024, 스마트폰:0.017"
"KT, MS 팀즈폰 출시…""통신설비 없이 사무용 전화""",뉴시스,2개월 전,[서울=뉴시스] 박은비 기자 = KT는 마이크로소프트 업무 협업 솔루션인 팀즈(Teams)와 KT 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시...,"1예멘 후티군, 이스라엘과 관련된 ""모든 외국 선박들""에 공격 예고

예멘의 후티 무장군이 일요일인 27일 밤(현지시간) 성명을 발표, 앞으로 ""이스라엘에 관련된 모든 외국 선박들""을 목적지와 관계 없이 공격하겠다고 발표했다. 그러면서 이는 이스라엘군이 가자 지구에 대해 ""봉쇄와 굶주림""으로 팔레스타인인들을 죽이고 있는 데 대한 보복 조치라고 후티군은 강조했다. 야히야 사레아 후티군 대변인은 이 날 후티가 운영하는 알-마시라TV를 통해 성명을 발표하면서 ""이번의 공격 확대 계획은 이스라엘의 항구나 선사들과 관련된 회사 소속의 모든 선박들을 상대로 선박의 국적이나 목적지와 무관하게","이스라엘, 목적지, 마이크로소프트, 팔레스타인인, 일요일","마이크로소프트:0.016, 마이크로소프트:0.016, 상대로:0.009, 이스라엘:0.005, 이스라엘:0.005"
"KT, MS ‘팀즈’와 통화망 연동한 사무용 전화 서비스 출시",헬로티,2개월 전,KT는 마이크로소프트(MS)의 업무 협업 설루션 '팀즈'와 자사 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시했다고 7일 밝혔다.,"KT는 마이크로소프트(MS)의 업무 협업 설루션 ‘팀즈’와 자사 통화망을 연동한 ‘마이크로소프트 팀즈폰’ 서비스를 출시했다고 7일 밝혔다.

마이크로소프트 팀즈는 실시간 채팅, 음성·영상 통화, 온라인 회의, 파일 공동 작업 등 광범위한 업무 협업 기능을 제공한다. 또한 마이크로소프트 365를 비롯해 다양한 파트너 앱과 연동된다.

마이크로소프트 팀즈폰은 KT와 마이크로소프트 간 전략적 파트너십 기반으로 출시되는 AICT 서비스로 기존 기업의 사무용 통화 서비스는 사설교환기(PBX, Private Branch eXchange)나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다. 기업은 마이크로소프트 팀즈폰 도입으로 통신 인프라 구축 없이도 사무용 전화를 이용할 수 있으며 관리·유지보수 등 최소화로 효율적인 IT 운영이 가능하다.

마이크로소프트 팀즈폰을 도입한 기업의 임직원들은 스마트폰이나 태블릿 등 모바일 환경과 PC에서 팀즈 프로그램을 통해 전화기능을 활용할 수 있다. 또한 앱을 통해 손쉽게 사무용 번호를 할당하고 설정할 수 있어 임직원의 개인 휴대전화번호를 노출하지 않고 업무 할 수 있다는 장점이 있다.

이와 함께 일정, 콘텐츠 생성, 회의 분석과 같은 AI 개인비서, 클라우드 협업 등 다양한 팀즈의 업무 솔루션을 한 번에 적용할 수 있어 기업의 업무 혁신도 지원한다. 특히 마이크로소프트 팀즈폰은 국내·외 지사를 보유한 글로벌 기업, 업무상 외근이 많거나 사내 전화번호를 모바일에서 사용하고자 하는 기업 등 다양한 기업의 니즈를 충족할 것으로 기대된다고 KT는 전했다.

KT 엔터프라이즈 부문 서비스 프로덕트 본부장 명제훈 상무는 “KT는 마이크로소프트 팀즈폰 서비스 출시를 통해 고객사 임직원들이 더 편리하고 스마트하게 소통할 수 있는 환경을 구축했다”며 “앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다”고 말했다.

헬로티 이창현 기자 |","마이크로소프트, 설루션, 모바일, 엔터프라이즈, 전화번호","모바일:0.024, 모바일:0.024, 스마트:0.021, 글로벌:0.020, 스마트폰:0.017"
신입사원을 위한 전화받기 TIP,브런치스토리,1개월 전,"안녕하세요 :-D 김멜리입니다. 정말 오랜만의 글입니다. 브런치에는 계속 글을 연재했지만, 이 매거진에는 계절이 바뀌고서야 새 글을 올리네요.",,브런치,브런치:0.003
"""사무실 유선 전화, 스마트폰으로 전환""…KT, '오피스모바일' 출시",뉴스1,9개월 전,오피스모바일은 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를 통해 제공하던 사무실 유선 전화를 선 없이 제공하는 방식이다. 유선 전화...,,모바일,모바일:0.024
"KT, ‘오피스모바일’ 서비스 출시...기업 유선전화 스마트폰으로 전환",디지털투데이,9개월 전,오피스모바일은 KT 네트워크 기반으로 전국 어디서나 자유롭게 기업전화를 이용할 수 있는 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를...,"KT 모델이 오피스모바일 출시를 소개하고 있다 [사진 : KT]

[디지털투데이 백연식 기자] KT가 기업 유선전화를 무선으로 전환할 수 있는 ‘KT 오피스모바일(이하 오피스모바일)’을 출시했다고 17일 밝혔다.

오피스모바일은 KT 네트워크 기반으로 전국 어디서나 자유롭게 기업전화를 이용할 수 있는 신개념 무선 기반 기업전화 요금제다. 고객사 사설 교환기를 통해 제공하던 사무실 안 유선 전화를 선 없이 전국 어디서나 제공하는 방식으로, 기업의 오래된 구내 통신 시스템을 대체할 수 있다. 유선전화에서 제공하던 4자리 내선통화 기능을 그대로 옮겨왔으며, 임직원 간 내선통화는 무료 제공된다.

업그레이드 제공 기능은 전용 모바일 애플리케이션에서 ▲임직원 전화번호 검색 ▲그룹전화 ▲근무시간 외 전화 차단 기능 등이 있으며, 이 외 저장되지 않은 회사 임직원의 전화도 '회사번호'로 자동 표시되어 업무 전화를 놓치지 않게 하는 회사번호 발신 표시 서비스도 제공한다.

추가기능으로는 전용 관리자용 웹사이트에서 단말 현황, 단말 내 유심 이동 발생 비율 등을 조회할 수 있고, 휴대폰을 분실했을 경우 원격으로 데이터를 삭제할 수 있어 기업정보 유출을 방지할 수 있다.

오피스모바일의 요금제는 총액형과 정액형 두 가지 타입이다. 최소 월 1만 원대 초반의 합리적인 비용으로 내선 전화 무제한 및 음성전화 100분을 제공헌다. 사무실에서 업무상 전화를 사용하는 기업이라면 모두 사용 가능하다.

KT는 이번 서비스 출시를 기념해 2025년 4월 13일까지 가입하는 고객에게는 가입일로부터 12개월간 데이터 2배 제공 프로모션을 진행한다.

명제훈 KT 엔터프라이즈 통신사업본부 본부장은 “이번 오피스모바일 서비스 출시를 통해 기업의 스마트오피스 전환으로 혁신을 이끌고, 업무 효율 향상에 기여할 수 있을 것으로 기대하고 있다”고 말했다.","모바일, 무제한, 근무시간, 엔터프라이즈, 프로모션","모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024"
사무실 전화 스마트폰으로…KT '오피스모바일' 출시,메트로신문,9개월 전,사무실 전화 스마트폰으로…KT '오피스모바일' 출시 ... [메트로신문] KT가 기업 유선전화를 무선으로 전환할 수 있는 'KT 오피스모바일'을 출시했다고 17일...,,"모바일, 메트로, 스마트폰","모바일:0.024, 모바일:0.024, 스마트폰:0.017, 메트로:0.002"
"KT, MS와 사무용 전화 서비스 '팀즈폰' 선봬",뷰어스,2개월 전,월드IT쇼 2025에서 '마이크로소프트 팀즈폰'을 소개하는 모습. (사진=KT)KT는 마이크로소프트의 업무 협업 솔루션인 팀즈와 KT의 통화망을 연동한...,"월드IT쇼 2025에서 '마이크로소프트 팀즈폰'을 소개하는 모습. (사진=KT)

KT는 마이크로소프트의 업무 협업 솔루션인 팀즈와 KT의 통화망을 연동한 '마이크로소프트 팀즈폰' 서비스를 출시했다고 7일 밝혔다.

'마이크로소프트 팀즈폰'은 KT와 마이크로소프트 간 전략적 파트너십 기반으로 출시되는 AICT 서비스다.

기존 사무용 통화 서비스가 사설교환기나 데스크폰 등 별도 통신 장비와 전용 단말이 필요했다면, '마이크로소프트 팀즈폰'은 통신 인프라 구축 없이도 사무용 전화를 이용할 수 있다. 또 관리·유지보수 등을 최소화해 효율적인 IT 운영이 가능한 것이 특징이다.

'마이크로소프트 팀즈폰'을 도입한 기업의 임직원들은 스마트폰이나 태블릿 등 모바일 환경과 PC에서 팀즈 프로그램을 통해 전화기능을 활용 가능하다. 또한 앱을 통해 손쉽게 사무용 번호를 할당하고 설정할 수 있어 임직원의 개인 휴대전화번호를 노출하지 않고 업무를 진행할 수 있다.

이와 함께 일정, 콘텐츠 생성, 회의 분석과 같은 AI 개인비서, 클라우드 협업 등 다양한 팀즈의 업무 솔루션을 한 번에 적용 가능하다는 게 KT 측의 설명이다.

명제훈 KT Enterprise부문 서비스 Product본부장(상무)는 ""이번 '마이크로소프트 팀즈폰'을 통해 고객사 임직원들이 더 편리하게 소통할 수 있는 환경을 구축했다""며 ""앞으로도 고객이 혁신적인 서비스를 경험할 수 있는 커뮤니케이션 서비스를 지속 개발해 나가겠다""고 말했다.","마이크로소프트, 인프라, 태블릿, 콘텐츠, 프로그램","모바일:0.024, 스마트폰:0.017, 마이크로소프트:0.016, 마이크로소프트:0.016, 마이크로소프트:0.016"
